Tanggal SPS,Tanggal Bayar,No. SPS,Saluran,ID Pembeli,KAB/ Kota,Nama Komoditi,Jenis Komoditi,Merk Komoditi,Kemasan,Satuan,Kolli Terjual,Kuantum Terjual (Kg/L),Harga per Kemasan,Nominal Penjualan
11-07-2019,11-07-2019,03330/11/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BAKSO,BAKSO KOMERSIAL,BAKSO KITA,500,gr,1,"0,5",51500,51500
11-07-2019,11-07-2019,03330/11/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,4,4,23500,94000
11-07-2019,11-07-2019,03330/11/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,7,35,61000,427000
11-07-2019,11-07-2019,03330/11/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,1,1,12500,12500
11-07-2019,11-07-2019,03330/11/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,3,3,11500,34500
11-07-2019,11-07-2019,00077/11/2019/09020/SPST,TOKO/AGEN/PENGECER,109700,KAB. TANGERANG,BERAS,MEDIUM 20%,BERAS POLOS,50,Kg,119,5950,425000,50575000
11-07-2019,11-07-2019,00076/11/2019/09020/SPST,TOKO/AGEN/PENGECER,109700,KAB. TANGERANG,BERAS,MEDIUM 20%,BERAS POLOS,50,Kg,28,1400,445000,12460000
11-08-2019,11-08-2019,00937/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85142,KOTA SERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,1,1,8000,8000
11-08-2019,11-08-2019,00936/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,73640,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
11-08-2019,11-08-2019,00935/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
11-08-2019,11-08-2019,00127/11/2019/09030/SPST,RPK-NON BPNT/Program Sembako,75503,KAB. LEBAK,DAGING KERBAU,CM-01,DAGING KITA,1,Kg,32,32,70000,2240000
11-08-2019,11-08-2019,00126/11/2019/09030/SPST,RPK-NON BPNT/Program Sembako,83226,KAB. PANDEGLANG,DAGING KERBAU,CM-01,DAGING KITA,1,Kg,51,51,70000,3570000
11-08-2019,11-08-2019,00125/11/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37379,KAB. LEBAK,DAGING KERBAU,CM-01,DAGING KITA,1,Kg,68,68,70000,4760000
11-08-2019,11-08-2019,00934/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,23390,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
11-08-2019,11-08-2019,00933/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,91888,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
11-08-2019,11-08-2019,00932/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,106419,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
11-08-2019,11-08-2019,00932/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,106419,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,4,4,11250,45000
11-08-2019,11-08-2019,00932/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,106419,KAB. SERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,1,1,8000,8000
11-08-2019,11-08-2019,00931/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85704,KOTA CILEGON,DAGING KERBAU,FOREQUARTER,DAGING KITA,0.9,Kg,14,"12,6",61500,861000
11-08-2019,11-08-2019,00930/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80273,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
11-08-2019,11-08-2019,00929/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,94444,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,1,1,70000,70000
11-08-2019,11-08-2019,00928/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,82976,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
11-08-2019,11-08-2019,00927/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,25060,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,50,50,70000,3500000
11-08-2019,11-08-2019,00925/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,109263,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
11-08-2019,11-08-2019,00924/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,88936,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,6,6,70000,420000
11-08-2019,11-08-2019,00923/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,73630,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
11-08-2019,11-08-2019,00923/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,73630,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,3,3,11250,33750
11-08-2019,11-08-2019,00923/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,73630,KAB. SERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,2,2,8000,16000
11-08-2019,11-08-2019,00922/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,39359,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,35,35,70000,2450000
11-08-2019,11-08-2019,00921/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,97364,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
11-08-2019,11-08-2019,00920/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,72463,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
11-08-2019,11-08-2019,00919/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,82975,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
11-08-2019,11-08-2019,00918/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,51278,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,18,18,70000,1260000
11-08-2019,11-08-2019,00917/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,88936,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,8,8,70000,560000
11-11-2019,11-11-2019,03388/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,6352,KOTA BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,1,20,1490000,1490000
11-11-2019,11-11-2019,03388/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,6352,KOTA BEKASI,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
11-11-2019,11-11-2019,03387/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2692,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,FOREQUARTER,DAGING KITA,20,Kg,1,20,1210000,1210000
11-11-2019,11-11-2019,03386/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,19294,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,30,30,70000,2100000
11-11-2019,11-11-2019,03385/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44071,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
11-11-2019,11-11-2019,03384/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,72744,KOTA BEKASI,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,180,180,70000,12600000
11-11-2019,11-11-2019,03383/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,20553,KAB. BOGOR,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
11-11-2019,11-11-2019,00948/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
11-11-2019,11-11-2019,00948/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,1,1,11250,11250
11-11-2019,11-11-2019,00947/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,45136,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
11-11-2019,11-11-2019,00946/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85704,KOTA CILEGON,DAGING KERBAU,FOREQUARTER,DAGING KITA,0.9,Kg,80,72,61500,4920000
11-11-2019,11-11-2019,00945/11/2019/09010/SPST,RPK-NON BPNT/Program Sembako,51337,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,30,30,70000,2100000
11-11-2019,11-11-2019,03382/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106567,KOTA ADM. JAKARTA TIMUR,BERAS,MEDIUM 20%,BERAS KITA MEDIUM,5,Kg,1000,5000,45000,45000000
11-11-2019,11-11-2019,03381/11/2019/09001/SPST,TOKO/AGEN/PENGECER,88843,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERAS BASMATI,25,Kg,1,25,875000,875000
11-11-2019,11-11-2019,03381/11/2019/09001/SPST,TOKO/AGEN/PENGECER,88843,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 15%,BERAS POLOS,50,Kg,3,150,475000,1425000
11-11-2019,11-11-2019,03381/11/2019/09001/SPST,TOKO/AGEN/PENGECER,88843,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,120,120,11500,1380000
11-11-2019,11-11-2019,03380/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106564,KOTA ADM. JAKARTA SELATAN,BERAS,MEDIUM 20%,BERAS KITA MEDIUM,5,Kg,1000,5000,45000,45000000
11-11-2019,11-11-2019,03379/11/2019/09001/SPST,HOREKA,76360,KOTA ADM. JAKARTA BARAT,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,2,40,1450000,2900000
11-11-2019,11-11-2019,03378/11/2019/09001/SPST,LEMBAGA/DINAS/INSTANSI PEMERINTAH,92544,KOTA ADM. JAKARTA PUSAT,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,120,120,11500,1380000
11-11-2019,11-11-2019,03378/11/2019/09001/SPST,LEMBAGA/DINAS/INSTANSI PEMERINTAH,92544,KOTA ADM. JAKARTA PUSAT,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,36,36,11250,405000
11-11-2019,11-11-2019,03377/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106927,KOTA ADM. JAKARTA PUSAT,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
11-11-2019,11-11-2019,03377/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106927,KOTA ADM. JAKARTA PUSAT,BERAS,PREMIUM 10%,BERAS POLOS PREMIUM 10%,1,Kg,60,60,12100,726000
11-11-2019,11-11-2019,03377/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106927,KOTA ADM. JAKARTA PUSAT,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,50,250,57500,2875000
11-11-2019,11-11-2019,03377/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106927,KOTA ADM. JAKARTA PUSAT,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,100,100,11500,1150000
11-11-2019,11-11-2019,03377/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106927,KOTA ADM. JAKARTA PUSAT,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,150,150,11250,1687500
11-11-2019,11-11-2019,03377/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,106927,KOTA ADM. JAKARTA PUSAT,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,50,50,8000,400000
11-11-2019,11-11-2019,03376/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,74365,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
11-11-2019,11-11-2019,03375/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,84783,KOTA SERANG,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
11-11-2019,11-11-2019,03374/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13227,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,10,Kg,8,80,112000,896000
11-11-2019,11-11-2019,03374/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13227,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,8,8,11500,92000
11-11-2019,11-11-2019,03374/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13227,KOTA ADM. JAKARTA TIMUR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,12,12,11250,135000
11-11-2019,11-11-2019,03372/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,50174,KAB. BOGOR,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,10,50,57500,575000
11-11-2019,11-11-2019,03373/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,20,Kg,6,120,1410000,8460000
11-11-2019,11-11-2019,03371/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,1,1,70000,70000
11-11-2019,11-11-2019,03371/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,5,5,22500,112500
11-11-2019,11-11-2019,03370/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,82114,KAB. BOGOR,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,50,50,70000,3500000
11-11-2019,11-11-2019,03369/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,45467,KOTA ADM. JAKARTA BARAT,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,500,500,11500,5750000
11-11-2019,11-11-2019,03367/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,20,Kg,3,60,1410000,4230000
11-11-2019,11-11-2019,03368/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,108193,KAB. BOGOR,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,90,450,57500,5175000
11-11-2019,11-11-2019,03368/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,108193,KAB. BOGOR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,11500,276000
11-11-2019,11-11-2019,03368/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,108193,KAB. BOGOR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,11250,270000
11-11-2019,11-11-2019,03366/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,97214,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,30,150,57500,1725000
11-11-2019,11-11-2019,03365/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,22509,KOTA BEKASI,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,100,500,57500,5750000
11-11-2019,11-11-2019,03365/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,22509,KOTA BEKASI,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,11500,276000
11-11-2019,11-11-2019,03364/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,82115,KOTA BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,2,40,1490000,2980000
11-11-2019,11-11-2019,03364/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,82115,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS POLOS,50,Kg,4,200,545000,2180000
11-11-2019,11-11-2019,03364/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,82115,KOTA BEKASI,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,240,240,11500,2760000
11-11-2019,11-11-2019,03363/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,97025,KOTA BEKASI,MINYAK GORENG,MINYAK GORENG,ROSE BRAND,18,L,1,18,207000,207000
11-11-2019,11-11-2019,03363/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,97025,KOTA BEKASI,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,40,200,57500,2300000
11-11-2019,11-11-2019,03363/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,97025,KOTA BEKASI,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,170,170,11500,1955000
11-11-2019,11-11-2019,03363/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,97025,KOTA BEKASI,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,70,70,8000,560000
11-11-2019,11-11-2019,03362/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,98452,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,480,480,11500,5520000
11-11-2019,11-11-2019,03359/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,5219,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,25,25,70000,1750000
11-11-2019,11-11-2019,03359/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,5219,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,50,250,57500,2875000
11-11-2019,11-11-2019,03359/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,5219,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,72,72,11500,828000
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,PAKET KOM,PAKET KOM (SARDEN),SARDEN KIKU,1,Kaleng,5,5,10500,52500
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS MILKY,1,Kg,14,14,22000,308000
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,13,65,72000,936000
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS HITAM,1,Kg,1,1,29000,29000
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,3,3,22000,66000
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,11,55,55000,605000
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,25,25,11500,287500
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,41,41,11250,461250
11-11-2019,11-11-2019,03361/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,490,KOTA ADM. JAKARTA SELATAN,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,2,2,8000,16000
11-11-2019,11-11-2019,03360/11/2019/09001/SPST,HOREKA,89478,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,6,120,1470000,8820000
11-11-2019,11-11-2019,03358/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,2,40,1460000,2920000
11-11-2019,11-11-2019,03358/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,20,Kg,3,60,1460000,4380000
11-11-2019,11-11-2019,03358/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,3,60,1490000,4470000
11-11-2019,11-11-2019,03357/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18728,KOTA BOGOR,BERAS,PREMIUM 10%,BERAS POLOS PREMIUM 10%,1,Kg,50,50,12100,605000
11-11-2019,11-11-2019,03357/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18728,KOTA BOGOR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,50,50,11500,575000
11-11-2019,11-11-2019,03357/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18728,KOTA BOGOR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,50,50,11250,562500
11-11-2019,11-11-2019,03357/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18728,KOTA BOGOR,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,50,50,8000,400000
11-11-2019,11-11-2019,03354/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,11516,KAB. SERANG,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,2,10,72500,145000
11-11-2019,11-11-2019,03354/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,11516,KAB. SERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,2,10,57500,115000
11-11-2019,11-11-2019,03355/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,74365,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
11-11-2019,11-11-2019,03356/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,84783,KOTA SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,11250,270000
11-11-2019,11-11-2019,03353/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,72744,KOTA BEKASI,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,180,180,70000,12600000
11-11-2019,11-11-2019,03352/11/2019/09001/SPST,HOREKA,74339,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,48,48,11500,552000
11-11-2019,11-11-2019,03351/11/2019/09001/SPST,LEMBAGA/DINAS/INSTANSI PEMERINTAH,92544,KOTA ADM. JAKARTA PUSAT,BERAS,PREMIUM 15%,BERAS POLOS,50,Kg,2,100,483750,967500
11-11-2019,11-11-2019,03350/11/2019/09001/SPST,HOREKA,76360,KOTA ADM. JAKARTA BARAT,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,3,60,1450000,4350000
11-11-2019,11-11-2019,03350/11/2019/09001/SPST,HOREKA,76360,KOTA ADM. JAKARTA BARAT,MINYAK GORENG,MINYAK GORENG,ROSE BRAND,18,L,8,144,200000,1600000
11-11-2019,11-11-2019,03350/11/2019/09001/SPST,HOREKA,76360,KOTA ADM. JAKARTA BARAT,BERAS,PREMIUM 10%,BERAS POLOS,50,Kg,10,500,550000,5500000
11-11-2019,11-11-2019,03349/11/2019/09001/SPST,RITEL MODERN,72727,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,100,500,59000,5900000
11-11-2019,11-11-2019,03348/11/2019/09001/SPST,HOREKA,87729,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,20,Kg,9,180,1470000,13230000
11-11-2019,11-11-2019,03348/11/2019/09001/SPST,HOREKA,87729,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS POLOS,50,Kg,10,500,550000,5500000
11-11-2019,11-11-2019,03345/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,39912,KAB. TANGERANG,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
11-11-2019,11-11-2019,03346/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1043,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,200,gr,10,2,2300,23000
11-11-2019,11-11-2019,03346/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1043,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,4,20,57500,230000
11-11-2019,11-11-2019,03346/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1043,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,10,10,11500,115000
11-11-2019,11-11-2019,03346/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1043,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,12,12,11300,135600
11-11-2019,11-11-2019,03347/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,7422,KOTA BEKASI,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
11-11-2019,11-11-2019,03343/11/2019/09001/SPST,RPK-NON BPNT/Program Sembako,19300,KAB. KARAWANG,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,6,6,70000,420000
